respondent_id,persona_label,persona_id,A_city_tier,A_gender,A_age,A_education_level,A_stream,A_institution_type,A_family_income_band,A_family_income_score,B_prior_paid_course,B_prior_paid_score,B_exam_prep,B_acad_performance_score,B_acad_performance_label,B_self_learning_hrs,B_self_learning_score,C_career_clarity_stage,C_confusion_level_score,C_confusion_level_label,C_worry_frequency_score,C_worry_frequency_label,C_family_decision_authority,C_family_decision_score,C_trusted_info_source,C_prior_platform_use,C_biggest_challenge,C_emotional_pain_type,D_risk_tolerance,D_risk_tolerance_score,D_motivation_type,D_motivation_score,D_locus_of_control_score,D_locus_of_control_label,D_career_stage,E_career_domain_1,E_career_domain_2,E_career_domain_3,E_learning_preference,E_feat_career_match,E_feat_roadmap,E_feat_job_market,E_feat_chatbot,E_feat_college_rec,E_feat_mock_interview,E_feat_scholarship,E_feat_peer_bench,E_primary_device,E_language_preference,E_longitudinal_consent,F_wtp_monthly_band,F_wtp_score_continuous,F_pricing_model_pref,F_payment_trigger,F_will_pay_binary,F_will_use_platform,F_will_use_binary
R0050,Parent Driven Student,4,Tier 2,Male,18,Grade 11-12,Science,Government/Aided,Below Rs2L,1,No free only,1,NEET,3,Average,5-10hrs,4,Parents decided - not sure its right,3,Medium,4,Often,Equal joint decision,3,Official websites,No but looked,Family pressure,Information gap,Stable job,1,Mostly financial,1,3,Balanced,Decision Making,Technology,Science Research,Law,Reading articles,4,4,3,3,5,4.0,5,3.0,Smartphone Android,English Hindi mix,No,Up to Rs99,0.7,Free one-time report,School subscribed,1,Yes,1
R0051,Confused Explorer,0,Tier 2,Male,22,Undergraduate,Science,Government/Aided,Rs5L-Rs10L,3,No free only,1,Not sure,2,Below Average,5-10hrs,4,"Have interests, dont know career match",4,High,4,Often,Equal joint decision,3,Parents/relatives,No but looked,Too many options,Overwhelmed by options,Stable job,1,Mostly personal growth,3,2,Mostly External,Exploration,Business,Science Research,Technology,Watching videos,3,4,2,3,4,4.0,4,4.0,Smartphone Android,Hindi,No,Free only,0.0,Completely free,No trigger,0,No,0
R0052,Career Switcher,2,Tier 1,Female,27,Postgraduate,Science,Central School,Rs5L-Rs10L,3,Parents pay,2,Design,4,Good,1-3hrs,2,"Have interests, dont know career match",3,Medium,5,Almost Every Day,I decide completely,5,Career apps,No but looked,Too many options,Information gap,Depends on factors,2,Balanced both,3,4,Mostly Internal,Planning,Defence,Medicine,Law,Hands-on projects,5,5,2,4,4,5.0,3,4.0,Laptop/Desktop,English only,Yes,Rs300-Rs499,5.0,Completely free,Free trial,1,No,0
R0053,Career Switcher,2,Tier 2,Male,13,Grade 8-10,Arts,Private,Below Rs2L,1,Yes before,3,CAT/MBA,3,Average,3-5hrs,3,"Chosen path, need plan",3,Medium,4,Often,Mostly me parents input,4,Friends in career,Yes not helpful enough,Family pressure,Family conflict,High-risk reward,3,Balanced both,4,3,Balanced,Transition,Science Research,Defence,Social Work,Watching videos,4,4,4,5,4,3.0,3,3.0,Smartphone Android,English only,Yes,Up to Rs99,0.7,Free one-time report,Affordable price,1,Yes,1
R0054,Parent Driven Student,4,Tier 3,Other/Prefer not to say,18,Grade 11-12,Vocational/Other,Government/Aided,Below Rs2L,1,No free only,1,None,4,Good,Less than 1hr,1,Parents decided - not sure its right,4,High,4,Often,Parents already decided,1,Parents/relatives,Yes helpful,Lack of info new careers,Family conflict,High-risk reward,3,Mostly personal growth,3,2,Mostly External,Exploration,Design,Finance,Technology,Live workshops,3,4,4,3,4,4.0,3,1.0,Smartphone Android,English Hindi mix,Yes,Rs300-Rs499,4.8,Free one-time report,Outcome data,1,Yes,1
R0055,Confused Explorer,0,Tier 3,Male,21,Undergraduate,Commerce,Not enrolled,Rs2L-Rs5L,2,Parents pay,2,None,3,Average,3-5hrs,3,No idea where to begin,3,Medium,5,Almost Every Day,Mostly me parents input,4,YouTube/Instagram,No but looked,Job availability worry,Overwhelmed by options,Stable job,1,Mostly personal growth,3,3,Balanced,Decision Making,Business,Technology,Law,Watching videos,3,2,3,2,4,3.0,5,5.0,Smartphone Android,English only,No,Free only,0.0,Completely free,Free trial,0,Yes,1
R0056,Confused Explorer,0,Tier 2,Other/Prefer not to say,17,Grade 11-12,Arts,Online/Distance,Rs10L-Rs20L,4,No free only,1,JEE,3,Average,Less than 1hr,1,No idea where to begin,4,High,3,Sometimes,Mostly parents I follow,2,Parents/relatives,No didnt know,Too many options,Overwhelmed by options,Stable job,1,Mostly financial,2,3,Balanced,Decision Making,Science Research,Media,Design,Watching videos,4,4,4,2,2,4.0,5,3.0,Smartphone Android,Hindi,Yes,Rs100-Rs299,2.7,Monthly subscription,No trigger,1,Yes,1
R0057,Parent Driven Student,4,Tier 3,Male,13,Grade 8-10,Science,Government/Aided,Rs10L-Rs20L,4,Yes before,3,NEET,3,Average,More than 10hrs,5,"Chosen path, need plan",3,Medium,4,Often,Mostly parents I follow,2,Parents/relatives,No didnt know,Family pressure,Information gap,Depends on factors,2,Mostly personal growth,3,3,Balanced,Decision Making,Technology,Design,Business,Reading articles,5,5,2,3,3,4.0,4,3.0,Laptop/Desktop,Regional language,Yes,Rs500-Rs999,7.2,Free one-time report,School subscribed,1,Yes,1
R0058,Parent Driven Student,4,Tier 3,Female,19,Undergraduate,Science,Private,Rs2L-Rs5L,2,No free only,1,Not sure,3,Average,More than 10hrs,5,No idea where to begin,4,High,4,Often,Mostly parents I follow,2,Official websites,Yes not helpful enough,Wrong college choice,Financial anxiety,High-risk reward,3,Balanced both,4,2,Mostly External,Decision Making,Technology,Design,Science Research,Watching videos,3,3,2,1,4,5.0,5,3.0,Smartphone Android,English only,Yes,Rs100-Rs299,2.9,Pay per session,Teacher recommendation,1,Yes,1
R0059,Confused Explorer,0,Tier 2,Female,21,Undergraduate,Arts,Government/Aided,Below Rs2L,1,No free only,1,JEE,2,Below Average,Less than 1hr,1,No idea where to begin,4,High,4,Often,Mostly me parents input,4,School counselor,No didnt know,Family pressure,Lacks self-awareness,Stable job,1,Mostly financial,2,2,Mostly External,Decision Making,Sports,Media,Finance,Quizzes interactive,3,2,4,4,4,3.0,4,3.0,Smartphone Android,English Hindi mix,Yes,Up to Rs99,1.2,Completely free,Teacher recommendation,1,No,0
R0060,Parent Driven Student,4,Tier 3,Male,23,Postgraduate,Commerce,Central School,Rs2L-Rs5L,2,Parents pay,2,CLAT,4,Good,1-3hrs,2,"Chosen path, need plan",4,High,4,Often,Equal joint decision,3,Official websites,Yes not helpful enough,Wrong college choice,Information gap,Depends on factors,2,Mostly personal growth,3,3,Balanced,Decision Making,Business,Design,Media,Talking to mentor,2,3,4,4,4,3.0,5,3.0,Smartphone Android,Hindi,Yes,Up to Rs99,0.9,School pays,School subscribed,1,No,0
R0061,Focused Achiever,1,Tier 1,Female,22,Postgraduate,Science,Central School,Rs2L-Rs5L,2,Parents pay,2,UPSC,4,Good,3-5hrs,3,"Chosen path, need plan",1,Very Low,3,Sometimes,I decide completely,5,YouTube/Instagram,Yes helpful,No guidance,Execution gap,High-risk reward,3,Mostly personal growth,4,4,Mostly Internal,Planning,Technology,Science Research,Business,Talking to mentor,5,4,4,5,5,5.0,1,4.0,Shared family device,Hindi,No,Rs100-Rs299,3.0,Monthly subscription,Friend recommendation,1,No,0
R0062,Focused Achiever,1,Tier 1,Female,18,Grade 11-12,Science,Private,Rs2L-Rs5L,2,Parents pay,2,JEE,5,Excellent,5-10hrs,4,"Know what I want, not how to get there",1,Very Low,2,Rarely,Mostly me parents input,4,School counselor,No but looked,Wrong college choice,Financial anxiety,Depends on factors,2,Mostly personal growth,4,4,Mostly Internal,Execution,Defence,Technology,Finance,Watching videos,5,5,4,5,4,5.0,5,3.0,Smartphone Android,English only,Yes,Rs500-Rs999,7.3,Free one-time report,Free trial,1,Yes,1
R0063,Budget Conscious Learner,3,Tier 2,Female,21,Undergraduate,Arts,Government/Aided,Rs2L-Rs5L,2,Yes currently,4,CUET,4,Good,Less than 1hr,1,"Know what I want, not how to get there",3,Medium,3,Sometimes,I decide completely,5,Parents/relatives,No but looked,Family pressure,Execution gap,High-risk reward,3,Mostly personal growth,2,2,Mostly External,Planning,Finance,Teaching,Business,Watching videos,4,4,4,5,3,2.0,5,4.0,Smartphone Android,English only,No,Free only,0.2,Free one-time report,Friend recommendation,0,Yes,1
R0064,Parent Driven Student,4,Tier 3,Male,18,Undergraduate,Science,Government/Aided,Above Rs20L,5,No free only,1,Not sure,2,Below Average,5-10hrs,4,"Have interests, dont know career match",5,Very High,2,Rarely,Parents already decided,1,Friends in career,No but looked,Family pressure,Family conflict,Stable job,1,Mostly personal growth,3,4,Mostly Internal,Decision Making,Design,Sports,Business,Quizzes interactive,3,5,4,4,5,3.0,4,4.0,Smartphone iOS,Regional language,Yes,Rs100-Rs299,2.7,School pays,Affordable price,1,Yes,1
R0065,Budget Conscious Learner,3,Tier 2,Male,14,Grade 8-10,Arts,Government/Aided,Above Rs20L,5,Yes before,3,CLAT,2,Below Average,1-3hrs,2,"Know what I want, not how to get there",3,Medium,3,Sometimes,Mostly me parents input,4,Career apps,No didnt know,Job availability worry,Overwhelmed by options,Stable job,1,Mostly financial,3,3,Balanced,,Law,Media,Technology,Quizzes interactive,2,4,4,4,5,4.0,5,4.0,Laptop/Desktop,Regional language,No,Rs300-Rs499,5.4,Monthly subscription,Friend recommendation,1,No,0
R0066,Confused Explorer,0,Tier 2,Female,13,Grade 8-10,Science,Central School,Rs2L-Rs5L,2,No free only,1,NEET,2,Below Average,More than 10hrs,5,Parents decided - not sure its right,4,High,3,Sometimes,Mostly me parents input,4,Friends in career,No but looked,Job availability worry,Overwhelmed by options,High-risk reward,3,Mostly personal growth,3,2,Mostly External,Exploration,Business,Medicine,Technology,Talking to mentor,4,5,3,4,2,2.0,4,5.0,Shared family device,No preference,No,Free only,0.0,Completely free,Affordable price,0,Yes,1
R0067,Career Switcher,2,Tier 2,Male,26,Postgraduate,Science,Private,Rs5L-Rs10L,3,Yes currently,4,CLAT,3,Average,1-3hrs,2,Parents decided - not sure its right,3,Medium,4,Often,I decide completely,5,Official websites,No but looked,Wrong college choice,Lacks self-awareness,Depends on factors,2,Balanced both,2,4,Mostly Internal,Transition,Medicine,Technology,Law,Talking to mentor,5,3,5,3,3,4.0,3,4.0,Smartphone iOS,English Hindi mix,No,Rs100-Rs299,3.4,Free one-time report,Free trial,1,No,0
R0068,Budget Conscious Learner,3,Tier 3,Male,24,Postgraduate,Commerce,Private,Rs2L-Rs5L,2,No free only,1,NDA,4,Good,Less than 1hr,1,"Know what I want, not how to get there",2,Low,4,Often,Mostly parents I follow,2,Parents/relatives,Yes helpful,Wrong college choice,Execution gap,Depends on factors,2,Balanced both,4,3,Balanced,Exploration,Business,Defence,Media,Talking to mentor,4,4,4,3,3,3.0,3,3.0,Smartphone Android,English Hindi mix,No,Rs300-Rs499,5.4,Completely free,Affordable price,1,Yes,1
R0069,Budget Conscious Learner,3,Tier 2,Other/Prefer not to say,18,Grade 11-12,Commerce,Private,Rs5L-Rs10L,3,No free only,1,CLAT,4,Good,3-5hrs,3,"Chosen path, need plan",3,Medium,4,Often,Equal joint decision,3,Career apps,No but looked,Job availability worry,Execution gap,Stable job,1,Mostly financial,1,4,Mostly Internal,Execution,Teaching,Finance,Defence,Watching videos,4,4,3,3,3,4.0,2,5.0,Laptop/Desktop,English only,Yes,Rs300-Rs499,5.0,School pays,Affordable price,1,Yes,1
R0070,Focused Achiever,1,Tier 1,Male,16,Grade 11-12,Science,Government/Aided,Rs5L-Rs10L,3,Yes before,3,None,5,Excellent,3-5hrs,3,"Know what I want, not how to get there",1,Very Low,2,Rarely,I decide completely,5,Career apps,Yes helpful,Wrong college choice,Information gap,High-risk reward,3,Balanced both,4,4,Mostly Internal,Planning,Medicine,Law,Technology,Talking to mentor,5,4,4,5,5,4.0,3,5.0,Smartphone Android,Hindi,No,Rs1000+,8.7,Annual plan,Affordable price,1,Yes,1
R0071,Career Switcher,2,Tier 1,Male,22,Undergraduate,Commerce,Government/Aided,Rs10L-Rs20L,4,Yes before,3,NDA,4,Good,1-3hrs,2,"Chosen path, need plan",4,High,4,Often,I decide completely,5,Friends in career,No but looked,No guidance,Financial anxiety,Stable job,1,Mostly personal growth,3,3,Balanced,Execution,Finance,Media,Business,Hands-on projects,4,4,4,2,4,5.0,5,4.0,Laptop/Desktop,English Hindi mix,Yes,Free only,0.0,Annual plan,Free trial,0,Yes,1
R0072,Budget Conscious Learner,3,Tier 3,Male,17,Grade 11-12,Commerce,Not enrolled,Below Rs2L,1,Parents pay,2,Not sure,2,Below Average,More than 10hrs,5,"Know what I want, not how to get there",3,Medium,2,Rarely,Mostly me parents input,4,YouTube/Instagram,No didnt know,Lack of info new careers,Information gap,Stable job,1,Balanced both,1,3,Balanced,Exploration,Finance,Medicine,Media,Talking to mentor,5,4,3,5,5,4.0,4,3.0,Smartphone Android,Hindi,Yes,Rs100-Rs299,2.7,Completely free,Affordable price,1,Yes,1
R0073,Focused Achiever,1,Tier 1,Female,27,Postgraduate,Science,Private,Rs2L-Rs5L,2,Yes currently,4,Not sure,3,Average,More than 10hrs,5,"Chosen path, need plan",3,Medium,2,Rarely,Equal joint decision,3,School counselor,Yes not helpful enough,Job availability worry,Execution gap,Depends on factors,2,Mostly personal growth,1,4,Mostly Internal,Execution,Technology,Finance,Media,Hands-on projects,4,5,4,3,3,3.0,3,3.0,Smartphone Android,Hindi,Yes,Rs100-Rs299,3.2,Free one-time report,Teacher recommendation,1,Yes,1
R0074,Budget Conscious Learner,3,Tier 1,Male,25,Postgraduate,Commerce,Online/Distance,Rs10L-Rs20L,4,No free only,1,None,1,Struggling,3-5hrs,3,No idea where to begin,2,Low,5,Almost Every Day,Mostly parents I follow,2,Friends in career,Yes helpful,Wrong college choice,Financial anxiety,Stable job,1,Mostly financial,3,3,Balanced,Decision Making,Social Work,Defence,Business,Watching videos,3,3,4,3,3,4.0,3,3.0,Smartphone Android,Regional language,,Free only,0.0,Free one-time report,Free trial,0,No,0
R0075,Focused Achiever,1,Tier 2,Male,21,Undergraduate,Arts,Private,Rs5L-Rs10L,3,Yes before,3,CUET,3,Average,5-10hrs,4,"Chosen path, need plan",2,Low,3,Sometimes,I decide completely,5,Parents/relatives,No but looked,Too many options,Lacks self-awareness,High-risk reward,3,Balanced both,5,3,Balanced,Decision Making,Media,Design,Sports,Talking to mentor,5,4,3,5,5,5.0,3,4.0,Smartphone Android,Hindi,Yes,Rs300-Rs499,4.9,Annual plan,Outcome data,1,Yes,1
R0076,Budget Conscious Learner,3,Tier 3,Male,15,Grade 8-10,Science,Central School,Rs10L-Rs20L,4,Yes currently,4,CLAT,3,Average,Less than 1hr,1,"Know what I want, not how to get there",2,Low,3,Sometimes,Equal joint decision,3,YouTube/Instagram,No didnt know,Too many options,Financial anxiety,Depends on factors,2,Balanced both,3,2,Mostly External,Transition,Medicine,Technology,Science Research,Watching videos,4,4,4,3,4,4.0,4,4.0,Smartphone Android,Hindi,Yes,Rs300-Rs499,5.2,Completely free,Outcome data,1,No,0
R0077,Confused Explorer,0,Tier 2,Male,19,Undergraduate,Arts,Private,Rs10L-Rs20L,4,No free only,1,CUET,3,Average,Less than 1hr,1,"Have interests, dont know career match",4,High,4,Often,Mostly parents I follow,2,School counselor,Yes not helpful enough,Dont know strengths,Overwhelmed by options,Depends on factors,2,Mostly financial,3,3,Balanced,Exploration,Defence,Teaching,Business,Reading articles,3,5,4,5,2,3.0,4,3.0,Smartphone iOS,English only,Yes,Up to Rs99,1.4,Completely free,School subscribed,1,Yes,1
R0078,Career Switcher,2,Tier 1,Female,22,Undergraduate,Science,Government/Aided,Rs5L-Rs10L,3,No free only,1,CLAT,3,Average,3-5hrs,3,Parents decided - not sure its right,4,High,5,Almost Every Day,I decide completely,5,Friends in career,Yes not helpful enough,Family pressure,Family conflict,High-risk reward,3,Balanced both,3,3,Balanced,Execution,Teaching,Science Research,Technology,Talking to mentor,3,5,4,3,3,4.0,5,3.0,Smartphone iOS,Regional language,No,Rs300-Rs499,4.6,Completely free,Outcome data,1,Yes,1
R0079,Budget Conscious Learner,3,Tier 3,Male,20,Undergraduate,Commerce,Not enrolled,Rs2L-Rs5L,2,No free only,1,Not sure,3,Average,1-3hrs,2,"Have interests, dont know career match",2,Low,4,Often,I decide completely,5,YouTube/Instagram,No but looked,Too many options,Information gap,Depends on factors,2,Mostly financial,3,1,External,Decision Making,Finance,Business,Science Research,Watching videos,4,5,1,4,4,2.0,5,3.0,Smartphone Android,English Hindi mix,Yes,Rs100-Rs299,3.0,Free one-time report,Friend recommendation,1,Yes,1
R0080,Budget Conscious Learner,3,Tier 3,Female,19,Undergraduate,Commerce,Government/Aided,Below Rs2L,1,No free only,1,None,2,Below Average,1-3hrs,2,"Have interests, dont know career match",2,Low,2,Rarely,Mostly me parents input,4,YouTube/Instagram,No didnt know,Job availability worry,Lacks self-awareness,Stable job,1,Balanced both,4,2,Mostly External,Decision Making,Business,Design,Science Research,Watching videos,5,5,4,5,4,4.0,3,3.0,Smartphone Android,Regional language,Yes,Rs100-Rs299,2.7,School pays,Free trial,1,Yes,1
R0081,Career Switcher,2,Tier 2,Female,26,Postgraduate,Arts,Government/Aided,Rs5L-Rs10L,3,No free only,1,CAT/MBA,2,Below Average,5-10hrs,4,"Have interests, dont know career match",4,High,4,Often,Mostly me parents input,4,Official websites,Yes not helpful enough,Family pressure,Information gap,High-risk reward,3,Mostly personal growth,4,3,Balanced,Transition,Science Research,Finance,Law,Quizzes interactive,3,4,4,5,5,4.0,5,4.0,Smartphone Android,English Hindi mix,No,Free only,0.0,Free one-time report,Affordable price,0,Yes,1
R0082,Focused Achiever,1,Tier 2,Male,20,Undergraduate,Commerce,Private,Rs2L-Rs5L,2,Yes before,3,NEET,4,Good,More than 10hrs,5,"Have interests, dont know career match",2,Low,2,Rarely,Mostly me parents input,4,Friends in career,Yes helpful,No guidance,Execution gap,High-risk reward,3,Mostly personal growth,5,3,Balanced,Planning,Technology,Law,Finance,Quizzes interactive,3,4,5,4,5,5.0,3,5.0,Laptop/Desktop,English Hindi mix,No,Rs100-Rs299,2.9,Annual plan,Outcome data,1,No,0
R0083,Budget Conscious Learner,3,Tier 2,Female,18,Undergraduate,Science,Central School,Rs5L-Rs10L,3,Yes before,3,CUET,3,Average,Less than 1hr,1,"Know what I want, not how to get there",3,Medium,3,Sometimes,Mostly parents I follow,2,School counselor,Yes helpful,Job availability worry,Financial anxiety,Stable job,1,Balanced both,2,3,Balanced,Exploration,Technology,Science Research,Sports,Watching videos,4,3,3,3,4,2.0,5,5.0,Smartphone Android,Regional language,Yes,Up to Rs99,1.3,Monthly subscription,Outcome data,1,Yes,1
R0084,Confused Explorer,0,Tier 2,Male,22,Undergraduate,Vocational/Other,Private,Below Rs2L,1,No free only,1,Not sure,2,Below Average,3-5hrs,3,"Have interests, dont know career match",4,High,4,Often,Equal joint decision,3,Dont trust any,Yes not helpful enough,Dont know strengths,Family conflict,Stable job,1,Mostly financial,3,4,Mostly Internal,Exploration,Technology,Design,Business,Hands-on projects,3,5,3,2,4,3.0,3,4.0,Smartphone Android,English only,No,Rs100-Rs299,3.4,Completely free,Outcome data,1,Yes,1
R0085,Career Switcher,2,Tier 1,Male,20,Undergraduate,Commerce,Private,Below Rs2L,1,No free only,1,Not sure,5,Excellent,More than 10hrs,5,No idea where to begin,2,Low,3,Sometimes,I decide completely,5,Dont trust any,No but looked,Wrong college choice,Execution gap,Depends on factors,2,Mostly personal growth,4,2,Mostly External,Planning,Law,Business,Technology,Talking to mentor,4,5,3,5,3,5.0,2,3.0,Laptop/Desktop,Regional language,No,Rs300-Rs499,5.0,Completely free,Outcome data,1,No,0
R0086,Focused Achiever,1,Tier 1,Male,18,Grade 11-12,Commerce,Online/Distance,Rs10L-Rs20L,4,Yes before,3,CUET,3,Average,3-5hrs,3,Parents decided - not sure its right,2,Low,3,Sometimes,Mostly me parents input,4,School counselor,Yes not helpful enough,Job availability worry,Information gap,Depends on factors,2,Mostly personal growth,5,4,Mostly Internal,Planning,Teaching,Business,Finance,Watching videos,4,4,4,4,5,3.0,3,4.0,Smartphone iOS,Regional language,Yes,Up to Rs99,1.1,Monthly subscription,Outcome data,1,Yes,1
R0087,Confused Explorer,0,Tier 2,Male,17,Grade 11-12,Vocational/Other,Government/Aided,Rs2L-Rs5L,2,No free only,1,None,3,Average,5-10hrs,4,"Have interests, dont know career match",5,Very High,3,Sometimes,Equal joint decision,3,YouTube/Instagram,No but looked,Family pressure,Overwhelmed by options,Stable job,1,Mostly financial,3,2,Mostly External,Exploration,Technology,Teaching,Social Work,Talking to mentor,4,5,3,3,4,4.0,4,3.0,Smartphone Android,Hindi,Yes,Rs500-Rs999,6.8,Annual plan,No trigger,1,Yes,1
R0088,Focused Achiever,1,Tier 1,Female,20,Undergraduate,Commerce,Not enrolled,Rs2L-Rs5L,2,Yes currently,4,UPSC,4,Good,5-10hrs,4,"Chosen path, need plan",2,Low,2,Rarely,Mostly me parents input,4,Career apps,Yes not helpful enough,Job availability worry,Family conflict,High-risk reward,3,Balanced both,4,5,Internal,Execution,Business,Defence,Finance,Hands-on projects,5,4,3,3,4,5.0,4,4.0,Laptop/Desktop,English only,Yes,Rs100-Rs299,3.4,School pays,Outcome data,1,Yes,1
